,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/home/harald/caravel_mpw5/iic-audiodac-v1/openlane/user_proj_dac,user_proj_dac,user_proj_dac,flow_completed,1h47m33s,-1,63056.66666666667,2.4,15764.166666666668,21.92,2654.85,37834,0,0,0,0,0,0,0,60,0,0,-1,3715873,552033,0.0,-27.59,-1,0.0,-1,0.0,-491.6,-1,0.0,-1,2387837923.0,0.0,29.26,41.96,2.03,5.29,-1,19627,31115,941,12252,0,0,0,29468,0,0,0,0,0,0,0,4,10884,11024,43,1454,33534,0,34988,19.607843137254903,51,50,AREA 0,5,25,1,153.6,153.18,0.3,0.0,sky130_fd_sc_hd,4,4
