,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/home/harald/caravel_mpw5/iic-audiodac-v1/openlane/audiodac,audiodac,audiodac,flow_completed,1h1m27s,-1,44238.333333333336,2.0,13271.5,18.99,1767.85,26543,0,0,0,0,0,0,0,16,0,0,-1,2333239,310074,0.0,-28.48,-1,0.0,-1,0.0,-513.12,-1,0.0,-1,1725563048.0,0.02,18.86,34.63,0.59,3.96,-1,10714,18711,573,8509,0,0,0,18472,0,0,0,0,0,0,0,4,8381,8432,25,1454,27702,0,29156,19.607843137254903,51,50,AREA 0,5,30,1,153.6,153.18,0.3,0.0,sky130_fd_sc_hd,4,4
